id,user,type,title,description,youtube,image,video,pdf,url,status,sortOrder,is_deleted,create_date,modify_date
116,3694,1,Fine art ledger,"Fine Art Ledger specializes in NFT marketplace solutions for artists, leveraging deep expertise in blockchain and digital art industries. We deliver tailored business analytics and strategic insights to enhance platform performance, empower artists' digital asset management, and drive innovative, secure art commerce with lasting market impact.",,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
117,3694,1,Dippi LLP,"Dippi LLP specializes in quick commerce solutions for the alcohol and wine industry. Leveraging deep market insights, they deliver data-driven strategies and analytics to optimize operations, enhance customer experience, and accelerate growth, positioning clients at the forefront of rapid online beverage retail.",,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
118,3694,1,Starin Investment Platform,"Starin Investment Platform leverages blockchain technology and smart contracts to deliver secure, transparent investment solutions. Specializing in blockchain consulting, it empowers clients with innovative, efficient asset management services, driving trust and operational excellence in the evolving digital finance landscape.",,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
119,3694,1,Belrium- The Global KYC,Belrium- The Global KYC Is based on blockchain technology and I worked as a blockchain Counsltant,,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
120,3694,1,Ludo game,"Ludo Game leverages blockchain technology to deliver secure, transparent multiplayer gaming experiences. As a Senior Business Analyst, I drove strategic planning and requirement analysis, enhancing game design and user engagement. Our expertise bridges gaming innovation with blockchain’s trust, revolutionizing interactive entertainment.",,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
121,3694,1,NFT Game,NFT game is based on blockchain technology and smart contract,,,,,,1,1,0,2025-06-11 00:00:00,2025-06-11 00:00:00
122,3865,1,Assistant Manager of Accounts,,,uploads/document/1749805649_86c4d4b6a41b006f2315.jpg,,,,1,1,0,2025-06-13 00:00:00,2025-06-13 00:00:00
123,7288,1,portfolio 5,test,,uploads/document/1762603780_dac03246b4b773436b94.png,,,,1,1,0,2025-06-19 00:00:00,2025-11-08 00:00:00
124,4480,4,Digital Marketing Manager,"PowerPhrase, USA – Digital Marketing Manager \r\nKey Responsibilities: Spearheading Sales and Delivery Management\r\n• Generated average Revenue of USD 1.2 Mn per year\r\n• Added 5 new services offering to focus on target segments\r\n• Successfully delivered 1400+ Programs over 8 years",,,,uploads/document/1750324753_e25a05d486ccb25e4636.pdf,,1,1,1,2025-06-19 00:00:00,2025-06-19 00:00:00
125,4480,3,Meta ADs,"Expert in Meta Ads across Facebook, Instagram, and WhatsApp Business, delivering data-driven, creative campaigns that boost reach, engagement, and conversions. Specializing in education, I optimize ads to drive measurable impact—recently achieving 532K+ reach, 100K+ engagements, and substantial lead growth.",,,,,https://www.linkedin.com/in/mahammadgouse-shaik-digital-marketing-manager/,1,1,0,2025-06-20 00:00:00,2025-06-20 00:00:00
126,4594,3,My website(My side company),"I create and manage a dynamic website. Focused on delivering tailored solutions for small businesses, my services enhance online presence, drive engagement, and boost growth with creative, results-driven strategies.",,,,,https://wordsyp.com/,1,1,0,2025-06-20 00:00:00,2025-06-20 00:00:00
127,4757,3,Design Portfolio,,,,,,https://tulikarungta.framer.website/,1,1,0,2025-06-21 00:00:00,2025-06-21 00:00:00
128,5014,1,Software Engineer,"Experienced Software Engineer specializing in scalable, efficient web applications using PHP, Laravel, CodeIgniter, and ReactJS. Skilled in API integration and development, delivering robust solutions that enhance performance and user experience across diverse industries. Committed to driving innovation and impactful digital transformation.",,,,,,1,1,1,2025-06-23 00:00:00,2025-06-23 00:00:00
129,5030,4,Portfolio Presentation,,,,,uploads/document/1750684563_b15cc02893e29fc60611.pdf,,1,1,0,2025-06-23 00:00:00,2025-06-23 00:00:00
130,5060,3,Sumit's Portfolio,"Sumit's Portfolio showcases expertise in UI/UX design, featuring comprehensive projects, course credentials, and professional experience. It highlights a strong focus on user-centered design, innovative solutions, and impactful digital experiences that drive engagement and client satisfaction.",,,,,https://sumitxs.framer.ai/,1,1,0,2025-06-23 00:00:00,2025-06-23 00:00:00
131,5014,1,Software Engineer,"Experienced Software Engineer specializing in scalable, efficient web applications using PHP, Laravel, CodeIgniter, and ReactJS. Skilled in API integration and development, delivering robust solutions that enhance performance and user experience across diverse industries. Committed to driving innovation and impactful digital transformation.",,,,,,1,1,0,2025-06-24 00:00:00,2025-06-24 00:00:00
132,5366,3,Tanishk wagh portfolio,,,,,,https://tanishk014.github.io/portfolio_tanishk/,1,1,0,2025-06-27 00:00:00,2025-06-27 00:00:00
133,5583,1,Hardwork and Software work,To work in an environment that will help me in contributing towards the goals of the\r\norganization and continuously upgrade my knowledge.,,,,,,1,1,0,2025-06-28 00:00:00,2025-06-28 00:00:00
134,6361,1,Portfolio,https://www.therookies.co/u/Anirudh1217,,,,,,1,1,0,2025-07-03 00:00:00,2025-07-03 00:00:00
135,6473,4,COVER LATTER,,,,,uploads/document/1751632905_ba1733c049b6c07292b5.pdf,,1,1,0,2025-07-04 00:00:00,2025-07-04 00:00:00
136,6543,3,Portfolio,,,,,,https://drive.google.com/drive/folders/1xY4USXmjmwrucVyzjM2_TOpydwrLS1dS,1,1,0,2025-07-05 00:00:00,2025-07-05 00:00:00
137,6571,1,Graphic designer,https://www.behance.net/challaprajavi,,,,,,1,1,0,2025-07-05 00:00:00,2025-07-05 00:00:00
138,6500,1,Fresher,,,,,,,1,1,1,2025-07-05 00:00:00,2025-07-05 00:00:00
139,6690,3,JAGGU's PORTFOLIO,"Adobe Photoshop, Adobe illustrator, Adobe premiere Pro, Adobe After effects, Canva, Corel draw",,,,,https://www.behance.net/mrjaggu,1,1,0,2025-07-06 00:00:00,2025-07-06 00:00:00
140,6689,1,about,"A highly adaptable professional excelling in collaborative teamwork and innovative problem-solving. Committed to delivering exceptional results through effective communication and strategic thinking, driving success in dynamic environments across diverse industries.",,uploads/document/1751781200_5e3e6c7650bcbf9b85c5.jpg,,,,1,1,0,2025-07-06 00:00:00,2025-07-06 00:00:00
141,6982,3,Shaik Sufiya portfolio,Iam a passionate designer worked at Aksi Aerospace as uiux designer using figma and I love creativity art and computers which is why I feel Iam fit for the role.,,,,,https://bird-ejkdipdgzr.figweb.site/,1,1,0,2025-07-08 00:00:00,2025-07-08 00:00:00
142,7175,3,Behance,,,,,,https://www.behance.net/manikanyerrams,1,1,0,2025-07-09 00:00:00,2025-07-09 00:00:00
143,4939,3,Mrunal Pote Portfolio,"As a fresher, I have developed a dynamic portfolio showcasing my skills and projects in Software Development. It highlights my expertise, innovative approach, and commitment to delivering quality work that drives impactful results for future opportunities.",,,,,https://mrunal-pote.github.io/,1,1,0,2025-07-10 00:00:00,2025-07-10 00:00:00
144,7389,4,Operation manager,,,,,uploads/document/1752165688_b596daeff5b0ed61f7e6.pdf,,1,1,0,2025-07-10 00:00:00,2025-07-10 00:00:00
145,7387,3,Personal website,,,,,,https://prashanthtunniki.com/,1,1,0,2025-07-10 00:00:00,2025-07-10 00:00:00
146,7163,3,Myprofile,"A professional, minimalist landing page showcasing projects with responsive design and smooth navigation. Features clear CTAs, detailed project displays, and a tech stack overview, offering a seamless user experience that highlights expertise and encourages collaboration.",,,,,https://workk.netlify.app/,1,1,0,2025-07-11 00:00:00,2025-07-11 00:00:00
147,7557,1,ROAS-Driven Marketing Portfolio,"I’m a performance marketing specialist with 5+ years of experience running and scaling paid media campaigns across Meta, Google, YouTube, and Snapchat. This portfolio highlights real results — including ROAS up to 23x — along with creative strategies, full-funnel execution, retargeting, catalog ads, and marketplace growth via Meesho, Flipkart, and Myntra. My focus: turning ad spend into profitable, scalable outcomes.",,uploads/document/1752267970_cddd14fa3a194c327c03.png,,,,1,1,0,2025-07-12 00:00:00,2025-07-12 00:00:00
148,8027,3,cationic lipid formulation for mRNA vaccines,"Smarter mRNA, Faster Therapies: How Functional mRNA Platforms Are Rewiring Biopharma",,,,,https://mrna.creative-biolabs.com/lipid-based-vectors.htm,1,1,0,2025-07-19 00:00:00,2025-07-19 00:00:00
149,8038,1,Rental Ap,"The Rental Appi s a web application built using JSP, Servlets, and JDBC, allowing users to rent and list agricultural equipment. Users can create profiles, browse available equipment, and list their own equipment with details and images. The app features a location-based search, displaying equipment within a 50 km radius of the user’s location.. It includes booking and payment systems for seamless rentals and an admin panel for managing users, equipment, and transactions.",,,,,,1,1,0,2025-07-19 00:00:00,2025-07-19 00:00:00
150,8138,3,Graphic design,,,,,,https://www.behance.net/yalagalaharsha,1,1,0,2025-07-20 00:00:00,2025-07-20 00:00:00
151,8236,1,WordPress Website,https://graphicdesign262.wordpress.com/,,uploads/document/1753087341_22f207a077e00dff484b.png,,,,1,1,0,2025-07-21 00:00:00,2025-07-21 00:00:00
152,8315,3,Portfolio,,,,,,https://sanjanachalla18.wixsite.com/portfolio,1,1,0,2025-07-22 00:00:00,2025-07-22 00:00:00
153,8400,1,Behance,be.netcorpindesigns,,uploads/document/1753211072_3aa572651cf945bac336.png,,,,1,1,0,2025-07-23 00:00:00,2025-07-23 00:00:00
154,8413,3,Udit Portfolio,,,,,,https://portfolio-ljss.vercel.app/,1,1,0,2025-07-23 00:00:00,2025-11-05 00:00:00
155,8461,3,Motorola sales Dashboard,"Motorola Sales Dashboard leverages Power BI to deliver clear insights on total sales, customer ratings, and payment method transactions. Focused on enhancing retail performance, it empowers decision-makers with real-time data visualization, driving strategic growth and customer engagement in the telecommunications industry.",,,,,https://www.linkedin.com/posts/shubham-gupta-779372256_powerbi-dataanalytics-dashboard-activity-7301930942091157504-yGqp,1,1,0,2025-07-23 00:00:00,2025-07-23 00:00:00
156,8461,3,Online Book Store,"Developed a comprehensive online book store database leveraging advanced queries, aggregations, and joins to analyze sales, customer behavior, and revenue. This project showcases expertise in data-driven insights and practical database management, driving informed decisions and enhancing business performance in the e-commerce book industry.",,,,,https://www.linkedin.com/posts/shubham-gupta-779372256_sql-project-on-online-book-store-data-activity-7303079543894872066-zWeo,1,1,0,2025-07-23 00:00:00,2025-07-23 00:00:00
157,8896,3,graphic designer,,,,,,https://www.behance.net/gallery/228641195/Portfolio%28Rashmi-Tripathi%29-2025,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
158,8251,3,Food ordering website,"Developed a dynamic food ordering website leveraging HTML, CSS, jQuery, Bootstrap, JavaScript, and Node.js. Specialized in creating intuitive user interfaces and seamless backend integration to enhance customer experience, streamline orders, and boost restaurant efficiency with responsive, fast-loading features.",,,,,https://luvassignment5.netlify.app/,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
159,8251,3,To-Do-List,"A full-stack to-do list application showcasing expertise in modern web development using Node.js, Express, EJS templating, and MongoDB for robust backend functionality. Employing jQuery, JavaScript, HTML, CSS, Tailwind CSS, and Bootstrap for a responsive, intuitive user interface. Delivers seamless task management, combining scalability and elegant design for enhanced productivity.",,,,,https://assignment8-udx6.onrender.com/,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
160,8251,3,secrets page,"Create a full-stack secret-sharing app using Node.js, Express, MongoDB, EJS, and Tailwind/Bootstrap. Use `express-session` for authentication and `bcrypt` for password hashing. Structure: views (EJS pages), public (CSS/JS), models (User.js, Secret.js), and `app.js`. Use mongoose schemas for users and secrets. Allow registration, login, secret submission per user, and global viewing. Style with Tailwind or Bootstrap; optional jQuery for interactivity.",,,,,https://luvassignment9.onrender.com/,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
161,8251,3,keeper app,"Keeper App streamlines task scheduling and management with a user-friendly interface built using React, Tailwind, Bootstrap, Node.js, Express, EJS, and jQuery. It empowers users to efficiently organize, complete, and delete tasks, enhancing productivity and seamless workflow in daily task management.",,,,,https://luvassignment10.netlify.app/,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
162,9028,3,Charan Portfolio,,,,,,https://drive.google.com/drive/folders/18DrwrBNMJisWXHRyeB7MO7nKALHQVMIf?usp=drive_link,1,1,0,2025-07-30 00:00:00,2025-07-30 00:00:00
163,9087,1,Pepsi Branding,"At Meenakshi Graphics and Sign, we specialize in dynamic branding solutions for leading clients like Pepsi and Campa Cola. Our expertise spans innovative design, signage, and promotional branding, delivering impactful visual identities that enhance brand recognition and market presence effectively.",,uploads/document/1753947783_0206cc41934956668283.jpg,,,,1,1,0,2025-07-31 00:00:00,2025-07-31 00:00:00
164,9112,1,Business Analyst,"Experienced Business Analyst with 20 years in process improvement, project management, and operations within contact centers. Expert in technology integration, cost-effective solutions, and quality standards to drive efficiency and enhance customer experience, consistently achieving high-performance and SLA compliance.",,uploads/document/1753957964_7772575ab3c338a43ee9.jpeg,,,,1,1,0,2025-07-31 00:00:00,2025-07-31 00:00:00
165,9123,3,"Photoshop, Adobe Illustrator, Canva, Video Editing",,,,,,https://www.behance.net/poojasingh6,1,1,0,2025-07-31 00:00:00,2025-07-31 00:00:00
166,9150,4,Senior Cpp Leader,"Senior C++ leader with 16+ years driving IT software solutions for global logistics. Expert in advanced C++, multi-threading, VOIP/SIP protocols, and cross-platform/kernel development. Delivers scalable, robust infrastructure and applications, optimizing performance and innovation across international IT operations.",,,,uploads/document/1753993827_79b6d9b29c53ffae24be.pdf,,1,1,0,2025-08-01 00:00:00,2025-08-01 00:00:00
167,1352,1,Digital marketing,,,,,,,1,1,0,2025-08-01 00:00:00,2025-08-01 00:00:00
168,8871,3,Poster and brand promotion,,,,,,https://www.behance.net/harshukoli18,1,1,0,2025-08-02 00:00:00,2025-08-02 00:00:00
169,9303,3,Automated Audit Reconciliation,"Designed a Python-based system to automate the extraction and reconciliation of financial data from PDF statements, significantly reducing manual audit time by 50%. Integrated Excel for data handling and Power BI for real-time audit dashboards. The solution improved audit accuracy, minimized human error, and enabled quick identification of financial mismatches.\r\n\r\nKey Tools: Python, Pandas, Excel, Power BI, PDFMiner/PyPDF2",,,,,https://github.com/SahilRaj005/Automated_Audit_Reconciliations,1,1,0,2025-08-02 00:00:00,2025-08-02 00:00:00
170,9335,4,Recent Coustemed works,"Recently i'm working in Digital press hub. So i'm expert in all graphic designs. Because that is a printing press  all works available here and 1 year staying in press hub.. Flex, banner, brochure, visiting card, momentou designs, photo frame design, engagement cards, advertisement.. etc lot of works i' designed",,,,uploads/document/1754131006_2c70f10205472d2e906c.pdf,,1,1,0,2025-08-02 00:00:00,2025-08-02 00:00:00
171,7288,1,portfolio 5,test,,uploads/document/1762603900_af94daef3dccfc8c79b4.png,,,,1,1,0,2025-08-02 00:00:00,2025-11-08 00:00:00
172,9410,3,Graphic designer portfolio,,,,,,https://www.behance.net/simarpreetsingh29,1,1,0,2025-08-03 00:00:00,2025-08-03 00:00:00
173,9452,3,"Personal, Projects and Experience Details","Dynamic professional with comprehensive expertise in Angular,Node, MongoDb Next.js, bootstrap and tailwind css, showcasing in-depth personal achievements, diverse project leadership, and progressive work experience. Delivering innovative solutions and measurable impact through strategic thinking, technical proficiency, and effective collaboration to drive growth and excellence.",,,,,https://sohrabalitech.vercel.app/,1,1,0,2025-08-03 00:00:00,2025-08-03 00:00:00
174,9312,4,Digital marketing executive,Skilled in digital marketing,,,,uploads/document/1754247010_36f91c2a218f4c1d6b7a.pdf,,1,1,0,2025-08-04 00:00:00,2025-08-04 00:00:00
175,9806,3,Portfolio,,,,,,https://happythakurportfolio.framer.ai/,1,1,0,2025-08-06 00:00:00,2025-08-06 00:00:00
176,9877,3,Anjali Visuals,,,,,,https://anjaliportfolioo.my.canva.site/,1,1,0,2025-08-06 00:00:00,2025-08-06 00:00:00
177,9896,3,IPL Data Analysis using Python & Matplotlib,"Cleaned and explored IPL match data using Pandas\r\n\r\nBuilt visualizations for team wins, player performance, and toss impact\r\n\r\nAnswered real-world questions using EDA techniques\r\n\r\nTools: Python, Pandas, Matplotlib, Google Colab",,,,,https://github.com/Justinc44-lab/IPL---EDA---Analysis,1,1,0,2025-08-06 00:00:00,2025-08-06 00:00:00
178,9896,3,VitaTrack Wellness  Power BI Dashboard,"Built a multi-page Power BI dashboard to analyze user engagement for a fictional wellness app.\r\nTracked key metrics like average steps, satisfaction score, and goal completion using DAX.\r\nIntegrated dynamic filters (slicers) for gender, age group, and subscription type.\r\nCreated clean visual stories to present actionable insights to stakeholders.",,,,,https://github.com/Justinc44-lab/Vitatrack-Wellness-dashboard,1,1,0,2025-08-06 00:00:00,2025-08-06 00:00:00
179,134,1,Test,,,uploads/document/1754554155_c3a4ce82f85ea5315cf8.png,,,,1,1,1,2025-08-07 00:00:00,2025-08-07 00:00:00
180,9988,1,associate,worked as an associate in Wipro ltd for 18 months,,uploads/document/1754558161_85e7e2320b84d940d364.jpg,,,,1,1,0,2025-08-07 00:00:00,2025-08-07 00:00:00
181,10193,1,EXCEL PROFESSIONAL,"EXCEL PROFESSIONAL specializes in advanced data management and analysis, offering expertise in data entry, filtering, VLOOKUP, XLOOKUP, pivot tables, and comprehensive report generation. We deliver precise, efficient solutions that enhance decision-making and operational efficiency across industries.",,uploads/document/1754740071_9c2ad9b9b87c982558f3.jpg,,,,1,1,0,2025-08-09 00:00:00,2025-08-09 00:00:00
182,10507,1,Introduction of artificial intelligence,,,,,,,1,1,0,2025-08-12 00:00:00,2025-08-12 00:00:00
183,10529,3,Github repository,,,,,,Https://www.github.com/nikhilvaishna,1,1,0,2025-08-12 00:00:00,2025-08-12 00:00:00
184,10682,1,All photo,Photo of new creation,,,,,,1,1,0,2025-08-14 00:00:00,2025-08-14 00:00:00
185,10767,4,Graphic Designer,I'm a fresher Graphic Designer,,,,uploads/document/1755181863_6bb5a39d5f815b8ec985.pdf,,1,1,0,2025-08-14 00:00:00,2025-08-14 00:00:00
186,10808,3,Portfolio - Graphic Design,"A showcase of my graphic design work - featuring branding, packaging, and creative projects that blend minimalism with bold visual style.\""",,,,,https://www.behance.net/bilallxo,1,1,0,2025-08-15 00:00:00,2025-08-15 00:00:00
187,11301,3,IBM Capstone Project,"This project explores technology trends, future preferences, and demographics based on a dataset of 18,821 respondents. Using Power BI, the study analyzes programming languages, databases, cloud platforms, and web frameworks, along with age distribution, geographic representation, and education levels.",,,,,https://github.com/Avik-Sarkhel/IBM-Capsone-Project.git,1,1,0,2025-08-20 00:00:00,2025-08-20 00:00:00
188,11301,3,Product-Market-Fit Research for Air Purifier Development,"This project contains datasets, detailed analyses, and insights on urban air pollution trends, health cost impacts, consumer behavior dynamics, policy effectiveness, and competitor product feature gaps to guide strategic product innovation and marketing.",,,,,https://github.com/Avik-Sarkhel/Product-Market-Fit-Research-for-Air-Purifier-Development,1,1,0,2025-08-20 00:00:00,2025-08-20 00:00:00
189,11301,3,QUANTIUM Job Simulation Chips Industry EDA,"Exploratory Data Analysis (EDA) of chips industry data as part of the QUANTIUM job simulation on Forage. Tasks include customer segmentation, top chip brand analysis, and control store selection using Pearson correlation & magnitude distance. Tools: Python (Pandas, NumPy, Matplotlib, Seaborn).",,,,,https://github.com/Avik-Sarkhel/QUANTIUM-Data-Analytics-Job-Simulation,1,1,0,2025-08-20 00:00:00,2025-08-20 00:00:00
190,11301,3,Electric Vehicle Adoption Trends Analysis using Python & Power BI,"This project provides a data-backed lens into EV adoption, helping policymakers, automakers, and stakeholders optimize decisions based on real insights.",,,,,https://github.com/Avik-Sarkhel/Comprehensive-Exploratory-Data-Analysis-and-Visualization-of-EV-Trends-Using-Python-and-Power-BI,1,1,0,2025-08-20 00:00:00,2025-08-20 00:00:00
191,11384,1,Hr admin and Operations manager,"professional with experience in recruitment, onboarding, payroll management, compliance, attendance monitoring, employee engagement, and office administration. Skilled in streamlining processes, ensuring statutory compliance, and fostering a positive work environment to support organizational growth.\""\r\nIf you want, I can make it more impactful with quantifiable achievements so",,,,,,1,1,0,2025-08-20 00:00:00,2025-08-20 00:00:00
192,11414,3,EV Charging,,,,,,https://mobec.io/,1,1,0,2025-08-21 00:00:00,2025-08-21 00:00:00
193,11414,3,E commerce,,,,,,https://amish.one/,1,1,0,2025-08-21 00:00:00,2025-08-21 00:00:00
194,11414,3,Dashboard of Amish Bhutani,,,,,,https://amish.one/wp_admin/login,1,1,0,2025-08-21 00:00:00,2025-08-21 00:00:00
195,11414,3,Services,,,,,,https://www.axismobi.com/services/,1,1,0,2025-08-21 00:00:00,2025-08-21 00:00:00
196,11540,3,Portfolio,,,,,,https://drive.google.com/file/d/1dEcRysID6sDVdvuOHNblbgWvXdKnKUl-/view?usp=drivesdk,1,1,0,2025-08-22 00:00:00,2025-08-22 00:00:00
197,11719,3,Bank Management System,"Developed a Bank Management System to simulate core banking operations such as account creation, deposit, withdrawal, fund transfer, and balance inquiry. The project ensures data consistency and secure transaction handling. It was built with a modular approach to make the system scalable and maintainable, focusing on efficient data storage, retrieval, and validation.",,,,,https://github.com/Priyanshutrip/BankManagement,1,1,0,2025-08-23 00:00:00,2025-08-23 00:00:00
198,11719,3,EcoCare,"EcoCare is a frontend web application that visualizes a city’s greenhouse gas (GHG) emissions data in an interactive and user-friendly way. The platform features a map with color-coded emission levels, charts for data insights, and a comparison tool to analyze GHG emissions between two countries. It includes sections like Home, Map, Chart, Contact Us, and Login/Register, built with a responsive layout and modern design components to enhance accessibility and usability.",,,,,https://github.com/Priyanshutrip/EcoCare,1,1,0,2025-08-23 00:00:00,2025-08-23 00:00:00
199,11830,1,"PMO, Change Management, Incident Management","•	Managed enterprise-wide onboarding/offboarding processes, improving efficiency through automation and standardized documentation.\r\n•	Orchestrated End-to-end handling of incidents management ensuring SLA compliance, rapid resolution, root cause analysis, and minimal business disruption \r\n•	Led resource allocation & deallocation governance, optimizing utilization across multiple projects.\r\n•	Implemented domain ID lifecycle management with automation tools, reducing manual errors by 30%.\r\n•",,,,,,1,1,0,2025-08-24 00:00:00,2025-08-24 00:00:00
200,11940,4,Account executive,,,,,uploads/document/1756165665_6d6bd0c46404e59edc98.pdf,,1,1,0,2025-08-26 00:00:00,2025-08-26 00:00:00
201,12786,1,Banking,Banking relationship,,uploads/document/1756556772_35e9de4d7e0640d70eb2.jpg,,,,1,1,0,2025-08-30 00:00:00,2025-08-30 00:00:00
202,12716,1,Data Analyst & Quality Engineer & Driving Insights & Process Excellence,"Versatile Data Analyst and Quality Engineer specializing in data modeling, visualization, and process excellence within healthcare and crime analytics. Leveraging Python, SQL, and BI tools to drive 15–20% efficiency gains through actionable insights and optimized workflows, delivering measurable business impact.",,,,,,1,1,0,2025-08-31 00:00:00,2025-08-31 00:00:00
203,13105,3,My portfolio,,,,,,https://aaris-pathan-portfolio.vercel.app/,1,1,0,2025-09-01 00:00:00,2025-09-01 00:00:00
204,13162,3,Personal Portfolio,"Software engineer specializing in frontend development and algorithmic problem-solving using C++, React, and SQL. Expert in building responsive web apps and intuitive UIs, with a strong foundation in data structures and clean coding. Committed to creating efficient, real-world software solutions.",,,,,https://ajit-portfolio-jade.vercel.app/,1,1,0,2025-09-01 00:00:00,2025-09-01 00:00:00
205,13331,3,Fullstack Developer,,,,,,https://imsaurabh.vercel.app/,1,1,0,2025-09-02 00:00:00,2025-09-02 00:00:00
206,13543,3,Graphic Design Work,,,,,,https://www.behance.net/AMITKUMAR09,1,1,0,2025-09-03 00:00:00,2025-09-03 00:00:00
207,13652,1,Hkch,Hkdgxjg,,uploads/document/1756920891_96ee234ba79558292524.jpg,,,,1,1,0,2025-09-03 00:00:00,2025-09-03 00:00:00
208,13685,3,Mohd Azam Portfolio,"A carefully chosen set of my graphic design work, including flyers, brochures, standees, banners, social media posts, YouTube thumbnails, book covers, handouts, and presentations. Every design shows how creative I am, how well I pay attention to detail, and how well I can come up with visually interesting solutions.",,,,,https://www.behance.net/gallery/233261695/Graphic-Designer-Portfolio,1,1,0,2025-09-04 00:00:00,2025-09-04 00:00:00
209,13741,3,Personal Portfolio,"Designed and developed a responsive portfolio website using HTML, CSS, and JavaScript to showcase skills, projects, and certifications.\r\n	•	Automated key UI flows using Selenium WebDriver (Java) to validate navigation, forms, and content consistency.\r\n	•	Conducted cross-browser testing (Chrome, Edge, Firefox) to ensure compatibility, responsiveness, and smooth user experience.\r\n	•	Applied basic automation scripts for regression checks to reduce manual testing effort.",,,,,https://ramsai2829.github.io/Ramsaidarisi-Porfolio/,1,1,0,2025-09-04 00:00:00,2025-09-04 00:00:00
210,13741,4,Securden Web Application Testing,"•	Tested critical workflows like login, onboarding, privilege requests, and access revocation.\r\n	•	Performed functional, exploratory, and compatibility testing across Windows 10/11.\r\n	•	Logged and tracked defects with severity/priority for rapid fixes in large QA cycles.\r\n	•	Identified workflow gaps that strengthened application security before release.",,,,uploads/document/1756986898_b7da6469541edecc1c52.pdf,,1,1,0,2025-09-04 00:00:00,2025-09-04 00:00:00
211,13741,3,Secured Cloud Banking System using Blockchain (Academic Project),"•	Developed a blockchain-based cloud banking prototype to enhance data privacy and integrity.\r\n	•	Implemented AES, DES, and SHA encryption for secure authentication and file transfer.\r\n	•	Built modules for Admin, User, Auditor, and Block Verification.\r\n	•	Conducted functional, regression, API (Postman), and SQL-based validation.",,,,,https://docs.google.com/presentation/d/1AeKq46isPqCbSMXWSkOChwx8yiwfInRU/mobilepresent,1,1,0,2025-09-04 00:00:00,2025-09-04 00:00:00
212,12594,3,Mohan Rajulu - Portfolio,,,,,,https://www.behance.net/mohanrajulu92,1,1,0,2025-09-05 00:00:00,2025-09-05 00:00:00
213,14200,1,Project GitHub,,,,,,,1,1,0,2025-09-07 00:00:00,2025-09-07 00:00:00
214,14287,3,DriveNow,"DriveNow is a seamless car rental app that offers fast and reliable bookings for road trips, business, and daily use. With a user-friendly interface, it simplifies vehicle selection and reservation, delivering convenience and efficiency tailored to the needs of modern travelers.",,,,,https://drivee-now.vercel.app,1,1,0,2025-09-07 00:00:00,2025-09-07 00:00:00
215,14318,1,Pass photo,,,,,,,1,1,0,2025-09-07 00:00:00,2025-09-07 00:00:00
216,14419,3,Samagya Anand,"I am passionate about transforming complex problems into seamless, human-centered experiences. I believe design is more than visuals — it’s about empathy, clarity, and creating solutions that feel natural to use.",,,,,https://samagyaanand.framer.website/,1,1,0,2025-09-08 00:00:00,2025-09-08 00:00:00
217,14437,3,Video editor,,,,,,https://youtu.be/zIurLoe8MV4?si=I4W_URvHWSToXqEV,1,1,0,2025-09-08 00:00:00,2025-09-08 00:00:00
218,14476,3,Drive link of portfolio,,,,,,https://drive.google.com/drive/folders/1W0BCv3am-N_9WAD8MO_6Az3kjJUx_SMV,1,1,0,2025-09-08 00:00:00,2025-09-08 00:00:00
219,14638,1,Velora -Full-Stack E-commerce Platform,"Built  an  e-commerce  website  with  admin  dashboard,  cart,  checkout,  and  order  management;  implemented  JWT \r\nauthentication and Cloudinary for media",,,,,,1,1,0,2025-09-09 00:00:00,2025-09-09 00:00:00
220,14802,3,UIUX Designer,,,,,,https://www.behance.net/prathmeshdolas,1,1,0,2025-09-09 00:00:00,2025-09-09 00:00:00
221,14913,1,Statutory Audit Internal Audit,,,,,,,1,1,0,2025-09-10 00:00:00,2025-09-10 00:00:00
222,15060,3,Personal portfolio,,,,,,https://www.figma.com/proto/mOWFiHCYAZSOEWAgWOVhqk/portfolio?node-id=6-262&t=KoXrrUZHpNywy1rc-1,1,1,0,2025-09-10 00:00:00,2025-09-10 00:00:00
223,15103,3,Portfolio,,,,,,https://mrigank-portfolio.netlify.app/,1,1,0,2025-09-10 00:00:00,2025-09-10 00:00:00
224,15107,3,Shivam's Portfolio,,,,,,https://www.canva.com/design/DAGemCo7zVM/4kqInj-xw4xVT31bzSsbiQ/view?utm_content=DAGemCo7zVM&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=he370ec44d0,1,1,0,2025-09-10 00:00:00,2025-09-10 00:00:00
